timestamp,bandpass EMG 0,bandpass EMG 1,bandpass EMG envelope 0,bandpass EMG envelope 1,elapsed Time (ms),button 0,button 1,raw EMG 0,raw EMG 1
1722035639,-0.62,0.07,0.04,0.1,2608060,0,0,-1.45,0.73
1722035639,-0.47,0.04,0.04,0.1,2608078,0,0,-1.45,0.73
1722035639,0.09,0.02,0.04,0.1,2608095,0,0,-0.45,-0.27
1722035639,0.16,-0.38,0.04,0.1,2608112,0,0,-0.45,0.73
1722035639,-0.27,0.06,0.04,0.09,2608130,0,0,-1.45,-0.27
1722035639,-0.26,-0.28,0.04,0.09,2608147,0,0,-1.45,-0.27
1722035639,0.21,-0.25,0.04,0.09,2608165,0,0,-0.45,0.73
1722035639,0.23,0.23,0.05,0.09,2608182,0,0,-0.45,-0.27
1722035639,0.16,-0.16,0.05,0.09,2608199,0,0,-0.45,0.73
1722035639,0.1,0.22,0.05,0.09,2608217,0,0,-0.45,0.73
1722035639,0.45,0.22,0.05,0.09,2608234,0,0,0.55,0.73
1722035639,0.37,0.15,0.05,0.09,2608252,0,0,0.55,-0.27
1722035639,0.24,-0.3,0.05,0.08,2608269,0,0,0.55,0.73
1722035639,0.15,0.11,0.05,0.08,2608286,0,0,0.55,0.73
1722035639,0.09,0.14,0.05,0.08,2608304,0,0,0.55,1.73
1722035639,0.44,0.5,0.05,0.08,2608321,0,0,1.55,2.73
1722035639,-0.03,0.8,0.05,0.08,2608339,0,0,0.55,2.73
1722035639,-0.1,0.6,0.05,0.08,2608356,0,0,0.55,2.73
1722035639,0.31,0.38,0.05,0.08,2608373,0,0,1.55,0.73
1722035639,-0.11,-0.56,0.05,0.08,2608390,0,0,0.55,-0.27
1722035639,-0.14,-0.94,0.05,0.09,2608407,0,0,0.55,-2.27
1722035639,-0.5,-1.5,0.05,0.09,2608426,0,0,-0.45,-3.27
1722035639,-0.4,-1.52,0.05,0.09,2608443,0,0,-0.45,-4.27
1722035639,-0.26,-1.45,0.05,0.1,2608461,0,0,-0.45,-4.27
1722035639,-0.16,-0.99,0.05,0.1,2608478,0,0,-0.45,-4.27
1722035639,-0.09,-0.61,0.05,0.11,2608495,0,0,-0.45,-4.27
1722035639,-0.45,-0.36,0.05,0.12,2608513,0,0,-1.45,-3.27
1722035639,-0.37,0.19,0.05,0.12,2608531,0,0,-1.45,-3.27
1722035639,-0.24,0.22,0.05,0.13,2608549,0,0,-1.45,-3.27
1722035639,0.25,0.16,0.05,0.13,2608566,0,0,-0.45,-2.27
1722035639,0.25,0.49,0.05,0.14,2608583,0,0,-0.45,-2.27
1722035639,0.18,0.4,0.05,0.14,2608601,0,0,-0.45,-2.27
1722035639,0.5,0.26,0.05,0.14,2608618,0,0,0.55,-1.27
1722035639,0.01,0.55,0.05,0.14,2608636,0,0,-0.45,-0.27
1722035639,0.32,0.82,0.05,0.14,2608653,0,0,0.55,-1.27
1722035639,0.27,0.22,0.05,0.14,2608670,0,0,0.55,-1.27
1722035639,0.18,0.05,0.05,0.14,2608688,0,0,0.55,-0.27
1722035639,0.11,0.4,0.05,0.14,2608705,0,0,0.55,-1.27
1722035639,0.06,-0.06,0.05,0.14,2608723,0,0,0.55,-0.27
1722035639,0.04,0.28,0.05,0.14,2608740,0,0,0.55,-1.27
1722035639,0.02,-0.15,0.05,0.14,2608758,0,0,0.55,-1.27
1722035639,-0.38,-0.17,0.05,0.14,2608775,0,0,-0.45,-1.27
1722035639,-0.33,-0.12,0.05,0.14,2608792,0,0,-0.45,-1.27
1722035639,-0.22,-0.08,0.05,0.14,2608810,0,0,-0.45,-1.27
1722035639,-0.53,-0.05,0.05,0.13,2608827,0,0,-1.45,-1.27
1722035639,-0.42,-0.03,0.05,0.13,2608845,0,0,-1.45,-1.27
1722035639,-0.27,-0.01,0.05,0.13,2608862,0,0,-1.45,-1.27
1722035639,-0.16,-0.01,0.05,0.12,2608880,0,0,-1.45,-0.27
1722035640,-0.09,0.39,0.05,0.12,2608898,0,0,-1.45,-0.27
1722035640,0.34,0.33,0.05,0.12,2608915,0,0,-0.45,-0.27
1722035640,0.31,0.22,0.05,0.12,2608933,0,0,-0.45,-0.27
1722035640,0.21,0.13,0.05,0.12,2608950,0,0,-0.45,-0.27
1722035640,0.13,0.08,0.05,0.11,2608967,0,0,-0.45,-0.27
1722035640,0.07,0.05,0.05,0.11,2608985,0,0,-0.45,0.73
1722035640,0.44,0.42,0.05,0.11,2609002,0,0,0.55,-0.27
1722035640,0.36,-0.04,0.05,0.11,2609020,0,0,0.55,0.73
1722035640,0.24,0.29,0.05,0.11,2609037,0,0,0.55,-0.27
1722035640,0.14,-0.14,0.05,0.11,2609054,0,0,0.55,-0.27
1722035640,0.08,-0.17,0.05,0.1,2609072,0,0,0.55,-0.27
1722035640,0.05,-0.12,0.05,0.1,2609089,0,0,0.55,-0.27
1722035640,0.03,-0.08,0.05,0.1,2609107,0,0,0.55,-1.27
1722035640,-0.38,-0.44,0.05,0.1,2609124,0,0,-0.45,-1.27
1722035640,-0.33,-0.36,0.05,0.1,2609142,0,0,-0.45,-1.27
1722035640,-0.22,-0.24,0.05,0.1,2609159,0,0,-0.45,-2.27
1722035640,-0.53,-0.54,0.05,0.1,2609176,0,0,-1.45,-1.27
1722035640,-0.42,-0.03,0.05,0.1,2609195,0,0,-1.45,-1.27
1722035640,-0.27,0.07,0.05,0.1,2609212,0,0,-1.45,-1.27
1722035640,-0.16,0.06,0.05,0.09,2609230,0,0,-1.45,-1.27
1722035640,0.3,0.04,0.05,0.09,2609247,0,0,-0.45,-1.27
1722035640,0.28,0.03,0.05,0.09,2609264,0,0,-0.45,-1.27
1722035640,0.19,0.01,0.05,0.09,2609282,0,0,-0.45,-1.27
1722035640,0.51,0.01,0.05,0.09,2609299,0,0,0.55,-0.27
1722035640,0.41,0.4,0.05,0.09,2609317,0,0,0.55,-0.27
1722035640,0.26,0.34,0.05,0.09,2609334,0,0,0.55,-0.27
1722035640,0.55,0.23,0.06,0.09,2609351,0,0,1.55,-0.27
1722035640,0.43,0.14,0.06,0.08,2609369,0,0,1.55,-0.27
1722035640,0.28,0.08,0.06,0.08,2609386,0,0,1.55,-0.27
1722035640,0.17,0.05,0.06,0.08,2609404,0,0,1.55,-0.27
1722035640,0.1,0.03,0.06,0.08,2609420,0,0,1.55,-0.27
1722035640,-0.34,0.01,0.06,0.08,2609437,0,0,0.55,0.73
1722035640,-0.31,0.4,0.06,0.08,2609455,0,0,0.55,-0.27
1722035640,-0.21,-0.05,0.06,0.08,2609472,0,0,0.55,0.73
1722035640,-0.13,0.28,0.06,0.08,2609490,0,0,0.55,0.73
1722035640,-0.47,0.25,0.06,0.07,2609507,0,0,-0.45,1.73
1722035640,-0.38,0.56,0.06,0.07,2609525,0,0,-0.45,2.73
1722035640,-0.64,0.83,0.06,0.07,2609542,0,0,-1.45,3.73
1722035640,-0.49,1.01,0.06,0.07,2609559,0,0,-1.45,2.73
1722035640,-0.31,0.34,0.06,0.08,2609577,0,0,-1.45,0.73
1722035640,-0.19,-0.67,0.06,0.08,2609594,0,0,-1.45,0.73
1722035640,0.29,-0.63,0.06,0.08,2609613,0,0,-0.45,-0.27
1722035640,-0.12,-0.82,0.06,0.08,2609630,0,0,-1.45,-1.27
1722035640,0.25,-0.99,0.06,0.08,2609647,0,0,-0.45,-1.27
1722035640,0.23,-0.71,0.07,0.09,2609665,0,0,-0.45,-1.27
1722035640,0.55,-0.45,0.07,0.09,2609682,0,0,0.55,-2.27
1722035640,0.43,-0.66,0.07,0.1,2609700,0,0,0.55,-1.27
1722035640,0.28,-0.1,0.07,0.1,2609717,0,0,0.55,-2.27
1722035640,0.17,-0.37,0.07,0.1,2609734,0,0,0.55,-2.27
1722035640,0.1,-0.3,0.07,0.1,2609752,0,0,0.55,-2.27
1722035640,0.45,-0.19,0.07,0.11,2609769,0,0,1.55,-2.27
1722035640,-0.02,-0.12,0.07,0.11,2609787,0,0,0.55,-2.27
1722035640,-0.1,-0.07,0.07,0.11,2609804,0,0,0.55,-1.27
1722035640,-0.08,0.35,0.07,0.11,2609821,0,0,0.55,-1.27
1722035640,-0.05,0.32,0.07,0.11,2609839,0,0,0.55,-2.27
1722035640,-0.03,-0.18,0.07,0.11,2609856,0,0,0.55,-2.27
1722035640,-0.41,-0.21,0.07,0.11,2609874,0,0,-0.45,-2.27
1722035641,-0.35,-0.15,0.07,0.1,2609892,0,0,-0.45,-2.27
1722035641,-0.23,-0.09,0.07,0.1,2609910,0,0,-0.45,-2.27
1722035641,-0.53,-0.05,0.06,0.1,2609927,0,0,-1.45,-1.27
1722035641,-0.03,0.36,0.06,0.1,2609944,0,0,-0.45,-2.27
1722035641,-0.33,-0.07,0.06,0.1,2609962,0,0,-1.45,-2.27
1722035641,-0.28,-0.12,0.06,0.1,2609979,0,0,-1.45,-1.27
1722035641,-0.18,0.3,0.06,0.1,2609998,0,0,-1.45,-1.27
1722035641,0.28,0.28,0.06,0.1,2610015,0,0,-0.45,-0.27
1722035641,0.27,0.58,0.06,0.09,2610032,0,0,-0.45,-0.27
1722035641,0.97,0.45,0.06,0.09,2610050,0,0,1.55,-0.27
1722035641,0.4,0.29,0.06,0.09,2610067,0,0,0.55,-0.27
1722035641,0.18,0.17,0.07,0.09,2610085,0,0,0.55,-0.27
1722035641,0.09,0.1,0.07,0.09,2610101,0,0,0.55,-0.27
1722035641,0.04,0.06,0.07,0.09,2610118,0,0,0.55,-0.27
1722035641,0.42,0.03,0.07,0.09,2610136,0,0,1.55,-0.27
1722035641,-0.04,0.02,0.07,0.09,2610153,0,0,0.55,-0.27
1722035641,-0.11,0.01,0.07,0.09,2610171,0,0,0.55,-0.27
1722035641,-0.08,0.01,0.07,0.09,2610188,0,0,0.55,-0.27
1722035641,0.34,0,0.07,0.09,2610205,0,0,1.55,-1.27
1722035641,0.3,-0.39,0.07,0.09,2610223,0,0,1.55,-1.27
1722035641,-0.19,-0.34,0.07,0.08,2610240,0,0,0.55,-0.27
1722035641,-0.21,0.17,0.07,0.08,2610258,0,0,0.55,-1.27
1722035641,-0.54,-0.19,0.07,0.08,2610275,0,0,-0.45,-1.27
1722035641,-0.43,-0.19,0.07,0.08,2610294,0,0,-0.45,-1.27
1722035641,-0.28,-0.13,0.07,0.08,2610311,0,0,-0.45,-1.27
1722035641,-0.17,-0.08,0.07,0.08,2610328,0,0,-0.45,-0.27
1722035641,-0.1,0.34,0.07,0.08,2610346,0,0,-0.45,-1.27
1722035641,-0.06,-0.08,0.07,0.08,2610363,0,0,-0.45,-0.27
1722035641,0.36,0.26,0.07,0.08,2610381,0,0,0.55,-0.27
1722035641,0.32,0.24,0.07,0.07,2610398,0,0,0.55,0.73
1722035641,0.21,0.56,0.07,0.07,2610415,0,0,0.55,0.73
1722035641,0.13,0.44,0.07,0.07,2610433,0,0,0.55,0.73
1722035641,0.08,0.28,0.07,0.07,2610450,0,0,0.55,0.73
1722035641,0.04,0.17,0.07,0.07,2610468,0,0,0.55,0.73
1722035641,0.02,0.1,0.07,0.07,2610485,0,0,0.55,0.73
1722035641,0.01,0.06,0.06,0.07,2610501,0,0,0.55,0.73
1722035641,0.01,0.03,0.06,0.07,2610519,0,0,0.55,0.73
1722035641,0.4,0.02,0.06,0.07,2610536,0,0,1.55,-0.27
1722035641,-0.05,-0.38,0.06,0.07,2610554,0,0,0.55,0.73
1722035641,0.28,0.06,0.06,0.07,2610571,0,0,1.55,0.73
1722035641,0.25,0.12,0.06,0.07,2610588,0,0,1.55,-0.27
1722035641,-0.23,-0.3,0.06,0.07,2610606,0,0,0.55,-0.27
1722035641,-0.24,-0.28,0.06,0.07,2610623,0,0,0.55,-0.27
1722035641,-0.56,-0.19,0.06,0.07,2610641,0,0,-0.45,-1.27
1722035641,-0.44,-0.51,0.06,0.07,2610658,0,0,-0.45,-1.27
1722035641,-0.28,-0.41,0.06,0.07,2610677,0,0,-0.45,-1.27
1722035641,-0.56,-0.26,0.06,0.07,2610694,0,0,-1.45,-1.27
1722035641,-0.04,-0.16,0.06,0.07,2610711,0,0,-0.45,-1.27
1722035641,-0.34,-0.09,0.06,0.07,2610729,0,0,-1.45,-1.27
1722035641,-0.28,-0.05,0.06,0.07,2610746,0,0,-1.45,-0.27
1722035641,0.21,0.36,0.06,0.07,2610764,0,0,-0.45,-0.27
1722035641,0.23,0.32,0.06,0.07,2610781,0,0,-0.45,-0.27
1722035641,0.55,0.21,0.06,0.07,2610798,0,0,0.55,-0.27
1722035641,0.04,0.13,0.06,0.07,2610816,0,0,-0.45,-0.27
1722035641,0.34,0.08,0.06,0.07,2610833,0,0,0.55,-0.27
1722035641,0.28,0.04,0.06,0.07,2610851,0,0,0.55,0.73
1722035641,0.19,0.42,0.06,0.07,2610868,0,0,0.55,0.73
1722035642,0.51,0.35,0.06,0.07,2610885,0,0,1.55,-0.27
1722035642,0.01,-0.16,0.06,0.06,2610903,0,0,0.55,-0.27
1722035642,-0.08,-0.2,0.06,0.06,2610920,0,0,0.55,-0.27
1722035642,-0.07,-0.14,0.06,0.06,2610938,0,0,0.55,-0.27
1722035642,-0.04,-0.09,0.06,0.06,2610955,0,0,0.55,-0.27
1722035642,-0.03,-0.05,0.06,0.06,2610972,0,0,0.55,-0.27
1722035642,-0.02,-0.03,0.06,0.06,2610990,0,0,0.55,-1.27
1722035642,-0.01,-0.41,0.06,0.06,2611008,0,0,0.55,-1.27
1722035642,-0.4,-0.35,0.06,0.06,2611026,0,0,-0.45,-1.27
1722035642,-0.34,-0.23,0.06,0.06,2611043,0,0,-0.45,-1.27
1722035642,-0.23,-0.14,0.06,0.06,2611061,0,0,-0.45,-1.27
1722035642,-0.14,-0.08,0.06,0.06,2611078,0,0,-0.45,-1.27
1722035642,-0.08,-0.05,0.06,0.06,2611095,0,0,-0.45,-1.27
1722035642,-0.05,-0.03,0.06,0.06,2611114,0,0,-0.45,-1.27
1722035642,-0.03,-0.01,0.06,0.06,2611131,0,0,-0.45,-0.27
1722035642,0.38,0.38,0.05,0.06,2611149,0,0,0.55,-0.27
1722035642,0.33,0.33,0.05,0.06,2611166,0,0,0.55,-0.27
1722035642,0.22,0.22,0.05,0.06,2611183,0,0,0.55,-0.27
1722035642,0.13,0.13,0.05,0.06,2611201,0,0,0.55,0.73
1722035642,0.08,0.47,0.05,0.06,2611217,0,0,0.55,0.73
1722035642,0.04,0.38,0.05,0.06,2611235,0,0,0.55,0.73
1722035642,0.03,0.25,0.05,0.06,2611252,0,0,0.55,-0.27
1722035642,0.01,-0.24,0.05,0.06,2611269,0,0,0.55,-0.27
1722035642,0.01,-0.25,0.05,0.06,2611287,0,0,0.55,-0.27
1722035642,0,-0.17,0.05,0.06,2611304,0,0,0.55,-0.27
1722035642,0,-0.11,0.05,0.06,2611322,0,0,0.55,-0.27
1722035642,-0.39,-0.06,0.05,0.06,2611339,0,0,-0.45,-0.27
1722035642,-0.34,-0.04,0.05,0.06,2611356,0,0,-0.45,-1.27
1722035642,-0.22,-0.41,0.05,0.06,2611375,0,0,-0.45,-1.27
1722035642,-0.53,-0.35,0.05,0.06,2611392,0,0,-1.45,-1.27
1722035642,-0.42,-0.23,0.05,0.06,2611410,0,0,-1.45,-1.27
1722035642,-0.27,-0.14,0.05,0.06,2611427,0,0,-1.45,-1.27
1722035642,-0.16,-0.08,0.05,0.06,2611445,0,0,-1.45,-1.27
1722035642,-0.09,-0.05,0.05,0.05,2611463,0,0,-1.45,-0.27
1722035642,-0.05,0.37,0.05,0.05,2611480,0,0,-1.45,-1.27
1722035642,-0.03,-0.07,0.05,0.05,2611498,0,0,-1.45,-0.27
1722035642,0.38,0.27,0.05,0.05,2611515,0,0,-0.45,-0.27
1722035642,0.33,0.24,0.05,0.05,2611533,0,0,-0.45,-0.27
1722035642,0.22,0.16,0.05,0.05,2611550,0,0,-0.45,0.73
1722035642,0.13,0.49,0.05,0.05,2611567,0,0,-0.45,0.73
1722035642,0.08,0.4,0.05,0.05,2611585,0,0,-0.45,0.73
1722035642,0.44,0.26,0.05,0.05,2611602,0,0,0.55,0.73
1722035642,0.36,0.15,0.05,0.05,2611620,0,0,0.55,0.73
1722035642,0.24,0.09,0.05,0.05,2611636,0,0,0.55,0.73
1722035642,0.14,0.05,0.05,0.05,2611653,0,0,0.55,2.73
1722035642,0.08,0.82,0.05,0.05,2611671,0,0,0.55,3.73
1722035642,0.05,1.08,0.05,0.05,2611688,0,0,0.55,3.73
1722035642,0.03,0.79,0.05,0.06,2611706,0,0,0.55,3.73
1722035642,0.02,0.5,0.05,0.06,2611723,0,0,0.55,2.73
1722035642,-0.38,-0.1,0.05,0.06,2611740,0,0,-0.45,2.73
1722035642,-0.33,-0.17,0.05,0.06,2611758,0,0,-0.45,-0.27
1722035642,-0.22,-1.31,0.05,0.06,2611775,0,0,-0.45,-0.27
1722035642,-0.53,-1.09,0.05,0.07,2611793,0,0,-1.45,-2.27
1722035642,-0.42,-1.51,0.05,0.07,2611810,0,0,-1.45,-2.27
1722035642,-0.27,-1.11,0.05,0.07,2611827,0,0,-1.45,-2.27
1722035642,-0.16,-0.7,0.05,0.08,2611846,0,0,-1.45,-3.27
1722035642,0.3,-0.81,0.05,0.08,2611863,0,0,-0.45,-2.27
1722035642,0.28,-0.18,0.05,0.09,2611881,0,0,-0.45,-2.27
1722035643,0.19,-0.02,0.05,0.09,2611898,0,0,-0.45,-2.27
1722035643,0.51,0.01,0.05,0.1,2611916,0,0,0.55,-2.27
1722035643,0.41,0.01,0.05,0.1,2611933,0,0,0.55,-1.27
1722035643,0.26,0.4,0.05,0.1,2611950,0,0,0.55,-1.27
1722035643,0.16,0.34,0.05,0.1,2611968,0,0,0.55,-1.27
1722035643,0.49,0.23,0.05,0.1,2611985,0,0,1.55,-1.27
1722035643,0.39,0.14,0.05,0.1,2612003,0,0,1.55,-1.27
1722035643,0.25,0.08,0.05,0.1,2612020,0,0,1.55,-1.27
1722035643,0.15,0.05,0.05,0.1,2612037,0,0,1.55,-1.27
1722035643,0.09,0.03,0.05,0.1,2612055,0,0,1.55,-1.27
1722035643,-0.34,0.01,0.05,0.1,2612071,0,0,0.55,-1.27
1722035643,-0.31,0.01,0.05,0.1,2612089,0,0,0.55,-1.27
1722035643,-0.21,0,0.05,0.09,2612106,0,0,0.55,-2.27
1722035643,-0.52,-0.39,0.05,0.09,2612124,0,0,-0.45,-1.27
1722035643,-0.41,0.06,0.05,0.09,2612142,0,0,-0.45,-2.27
1722035643,-0.66,-0.28,0.06,0.09,2612159,0,0,-1.45,-1.27
1722035643,-0.5,0.14,0.06,0.09,2612177,0,0,-1.45,-1.27
1722035643,-0.32,0.17,0.06,0.08,2612194,0,0,-1.45,-1.27
1722035643,-0.58,0.12,0.06,0.08,2612211,0,0,-2.45,-1.27
1722035643,-0.05,0.08,0.06,0.08,2612229,0,0,-1.45,-0.27
1722035643,0.05,0.44,0.06,0.08,2612246,0,0,-1.45,-0.27
1722035643,0.45,0.36,0.06,0.08,2612264,0,0,-0.45,-0.27
1722035643,0.37,0.24,0.06,0.08,2612281,0,0,-0.45,-0.27
1722035643,0.25,0.14,0.06,0.08,2612299,0,0,-0.45,-0.27
1722035643,0.15,0.08,0.06,0.08,2612316,0,0,-0.45,-0.27
1722035643,0.48,0.05,0.06,0.08,2612333,0,0,0.55,-0.27
1722035643,0.39,0.03,0.07,0.08,2612351,0,0,0.55,-0.27
1722035643,0.25,0.02,0.07,0.08,2612368,0,0,0.55,0.73
1722035643,0.15,0.4,0.07,0.07,2612386,0,0,0.55,-0.27
1722035643,0.09,-0.05,0.07,0.07,2612403,0,0,0.55,-0.27
1722035643,0.44,-0.11,0.07,0.07,2612420,0,0,1.55,-0.27
1722035643,-0.03,-0.09,0.07,0.07,2612438,0,0,0.55,-0.27
1722035643,-0.49,-0.06,0.07,0.07,2612455,0,0,-0.45,-1.27
1722035643,-0.42,-0.43,0.07,0.07,2612473,0,0,-0.45,-1.27
1722035643,-0.28,-0.36,0.07,0.07,2612491,0,0,-0.45,-1.27
1722035643,-0.17,-0.23,0.07,0.07,2612508,0,0,-0.45,-1.27
1722035643,-0.1,-0.14,0.07,0.07,2612526,0,0,-0.45,-0.27
1722035643,-0.45,0.31,0.07,0.07,2612543,0,0,-1.45,-1.27
1722035643,-0.37,-0.1,0.07,0.07,2612561,0,0,-1.45,-0.27
1722035643,-0.24,0.25,0.07,0.07,2612578,0,0,-1.45,-0.27
1722035643,-0.15,0.23,0.07,0.07,2612597,0,0,-1.45,-1.27
1722035643,-0.08,-0.23,0.07,0.07,2612614,0,0,-1.45,-0.27
1722035643,0.34,0.15,0.07,0.07,2612631,0,0,-0.45,-0.27
1722035643,0.31,0.17,0.07,0.07,2612649,0,0,-0.45,0.73
1722035643,0.21,0.51,0.07,0.06,2612666,0,0,-0.45,0.73
1722035643,0.52,0.41,0.07,0.06,2612684,0,0,0.55,0.73
1722035643,0.8,0.27,0.07,0.06,2612701,0,0,1.55,-0.27
1722035643,0.21,-0.23,0.07,0.06,2612718,0,0,0.55,-0.27
1722035643,0.05,-0.24,0.07,0.07,2612736,0,0,0.55,-0.27
1722035643,0,-0.17,0.07,0.07,2612753,0,0,0.55,-0.27
1722035643,0,-0.11,0.07,0.07,2612771,0,0,0.55,-0.27
1722035643,0,-0.06,0.07,0.06,2612788,0,0,0.55,-0.27
1722035643,0,-0.04,0.07,0.06,2612805,0,0,0.55,-0.27
1722035643,0,-0.02,0.07,0.06,2612823,0,0,0.55,-0.27
1722035643,-0.39,-0.01,0.07,0.06,2612840,0,0,-0.45,-1.27
1722035643,-0.34,-0.4,0.07,0.06,2612858,0,0,-0.45,-1.27
1722035643,-0.62,-0.34,0.07,0.06,2612875,0,0,-1.45,-1.27
1722035644,-0.47,-0.23,0.07,0.06,2612893,0,0,-1.45,-1.27
1722035644,-0.7,-0.14,0.07,0.06,2612911,0,0,-2.45,-0.27
1722035644,-0.13,0.31,0.07,0.06,2612928,0,0,-1.45,-1.27
1722035644,0.01,-0.1,0.07,0.06,2612946,0,0,-1.45,-0.27
1722035644,0.03,0.25,0.07,0.06,2612963,0,0,-1.45,-1.27
1722035644,0.42,-0.16,0.07,0.06,2612981,0,0,-0.45,-0.27
1722035644,0.35,0.21,0.07,0.06,2612998,0,0,-0.45,-0.27
1722035644,0.23,0.21,0.07,0.06,2613015,0,0,-0.45,-0.27
1722035644,0.53,0.15,0.07,0.06,2613033,0,0,0.55,-0.27
